"uri_hls";"name";"definition";"birthdate";"new_uri_wikidata";"gv_uri_wikidata";"new_uri_idref";"gv_uri_idref";"new_uri_viaf";"gv_uri_viaf"
"https://hls-dhs-dss.ch/articles/011480";"Johann Jakob Bachofen";"Swiss jurist and philologist (1815–1887)";"(1815, 12, 22)";"http://www.wikidata.org/entity/Q123861";"http://www.wikidata.org/entity/Q123861";"http://www.idref.fr/026699885/id";"";"http://viaf.org/viaf/64001159";"http://viaf.org/viaf/64001159"
"https://hls-dhs-dss.ch/articles/011327";"Michael Servetus";"Spanish physician and theologian";"(1511, 10, 9)";"http://www.wikidata.org/entity/Q185914";"http://wikidata.org/entity/Q185914";"http://www.idref.fr/027133648/id";"http://www.idref.fr/027133648/id";"http://viaf.org/viaf/46767173";""
"https://hls-dhs-dss.ch/articles/014672";"Conrad Türst";"(1450-1503)";"(1450, 1, 1)";"http://www.wikidata.org/entity/Q1782347";"http://wikidata.org/entity/Q1782347";"http://www.idref.fr/244029822/id";"http://www.idref.fr/244029822/id";"http://viaf.org/viaf/29833389";""
"https://hls-dhs-dss.ch/articles/014385";"Louis André Gosse";"Genevan physician and advocate for Greek independence from the Ottoman Empire (1791-1873)";"(1791, 6, 18)";"http://www.wikidata.org/entity/Q94872883";"";"http://www.idref.fr/070496900/id";"http://www.idref.fr/070496900/id";"http://viaf.org/viaf/17982672";""
"https://hls-dhs-dss.ch/articles/007184";"Carl Spitteler";"Swiss writer (1845–1924)";"(1845, 4, 24)";"http://www.wikidata.org/entity/Q226525";"http://www.wikidata.org/entity/Q226525";"http://www.idref.fr/027146480/id";"";"http://viaf.org/viaf/120696319";"http://viaf.org/viaf/120696319"
"https://hls-dhs-dss.ch/articles/003034";"Casimir von Arx";"Swiss politician (1852-1931)";"(1852, 10, 30)";"http://www.wikidata.org/entity/Q1047503";"http://www.wikidata.org/entity/Q1047503";"";"";"http://viaf.org/viaf/307290091";"http://viaf.org/viaf/307290091"
"https://hls-dhs-dss.ch/articles/031470";"Hans Jenny";"Swiss geographer, pedologist (1899-1992)";"(1899, 2, 7)";"http://www.wikidata.org/entity/Q3783157";"http://www.wikidata.org/entity/Q3783157";"";"";"http://viaf.org/viaf/15848936";"http://viaf.org/viaf/15848936"
"https://hls-dhs-dss.ch/articles/016004";"Edouard Rod";"French-Swiss writer";"(1857, 3, 29)";"http://www.wikidata.org/entity/Q122356";"http://www.wikidata.org/entity/Q122356";"http://www.idref.fr/028755987/id";"";"http://viaf.org/viaf/7409687";"http://viaf.org/viaf/7409687"
"https://hls-dhs-dss.ch/articles/016007";"Jean Charles Léonard de Sismondi";"Swiss economist and historian (1773-1842)";"(1773, 5, 9)";"http://www.wikidata.org/entity/Q124073";"http://www.wikidata.org/entity/Q124073";"http://www.idref.fr/02714061X/id";"";"http://viaf.org/viaf/95159682";"http://viaf.org/viaf/95159682"
"https://hls-dhs-dss.ch/articles/011305";"Friedrich Spanheim";"German theologian (1600-1649)";"(1600, 1, 1)";"http://www.wikidata.org/entity/Q194691";"http://wikidata.org/entity/Q194691";"http://www.idref.fr/11545988X/id";"http://www.idref.fr/11545988X/id";"http://viaf.org/viaf/5216425";""
"https://hls-dhs-dss.ch/articles/022004";"Adolf Dietrich";"Swiss painter and graphic artist (1877-1957)";"(1877, 11, 9)";"http://www.wikidata.org/entity/Q361262";"http://www.wikidata.org/entity/Q361262";"http://www.idref.fr/12441947X/id";"";"http://viaf.org/viaf/18013427";"http://viaf.org/viaf/18013427"
"https://hls-dhs-dss.ch/articles/011018";"Firmin Abauzit";"French, and then Genevan, physician, theologian and philosopher";"(1679, 11, 12)";"http://www.wikidata.org/entity/Q688658";"http://wikidata.org/entity/Q688658";"http://www.idref.fr/030256208/id";"http://www.idref.fr/030256208/id";"http://viaf.org/viaf/24642440";""
"https://hls-dhs-dss.ch/articles/027109";"Felix Stähelin";"Swiss historian (1873-1952)";"(1873, 12, 28)";"http://www.wikidata.org/entity/Q1403828";"http://www.wikidata.org/entity/Q1403828";"http://www.idref.fr/079164307/id";"";"http://viaf.org/viaf/42609154";"http://viaf.org/viaf/42609154"
"https://hls-dhs-dss.ch/articles/011804";"Max Frisch";"Swiss architect, playwright and novelist (1911-1991)";"(1911, 5, 15)";"http://www.wikidata.org/entity/Q115483";"http://www.wikidata.org/entity/Q115483";"http://www.idref.fr/026875659/id";"";"http://viaf.org/viaf/7390328";"http://viaf.org/viaf/7390328"
"https://hls-dhs-dss.ch/articles/011134";"Frédéric Louis Godet";"Swiss theologian and author (1812-1900)";"(1812, 10, 25)";"http://www.wikidata.org/entity/Q116788";"http://www.wikidata.org/entity/Q116788";"http://www.idref.fr/075930730/id";"";"http://viaf.org/viaf/22877616";"http://viaf.org/viaf/22877616"
"https://hls-dhs-dss.ch/articles/043503";"René Grandjean";"Swiss aviation pioneer (1884-1963)";"(1884, 11, 12)";"http://www.wikidata.org/entity/Q3426291";"http://www.wikidata.org/entity/Q3426291";"";"";"http://viaf.org/viaf/52965476";"http://viaf.org/viaf/52965476"
"https://hls-dhs-dss.ch/articles/042270";"Hermann Geiger";"Swiss aviator (1914-1966)";"(1914, 10, 27)";"http://www.wikidata.org/entity/Q185520";"http://www.wikidata.org/entity/Q185520";"";"";"http://viaf.org/viaf/74647338";"http://viaf.org/viaf/74647338"
"https://hls-dhs-dss.ch/articles/021979";"Frédéric Auguste Bartholdi";"French sculptor and painter (1834–1904)";"(1834, 8, 2)";"http://www.wikidata.org/entity/Q223274";"";"http://www.idref.fr/027291308/id";"http://www.idref.fr/027291308/id";"http://viaf.org/viaf/7494435";""
"https://hls-dhs-dss.ch/articles/006274";"Gottlieb Duttweiler";"Swiss businessman and politician (1888-1962)";"(1888, 8, 15)";"http://www.wikidata.org/entity/Q116111";"http://www.wikidata.org/entity/Q116111";"http://www.idref.fr/148449999/id";"";"http://viaf.org/viaf/45093894";"http://viaf.org/viaf/45093894"
"https://hls-dhs-dss.ch/articles/021964";"Sophie Taeuber-Arp";"Swiss artist (1889-1943)";"(1889, 1, 19)";"http://www.wikidata.org/entity/Q254395";"http://www.wikidata.org/entity/Q254395";"http://www.idref.fr/029906067/id";"";"http://viaf.org/viaf/56646212";"http://viaf.org/viaf/56646212"
"https://hls-dhs-dss.ch/articles/016207";"Voltaire";"French writer, historian, and philosopher (1694–1778)";"(1694, 11, 21)";"http://www.wikidata.org/entity/Q9068";"";"http://www.idref.fr/027190099/id";"http://www.idref.fr/027190099/id";"http://viaf.org/viaf/36925746";""
"https://hls-dhs-dss.ch/articles/006212";"Willy Bretscher";"Swiss editor (1897-1992)";"(1897, 10, 26)";"http://www.wikidata.org/entity/Q121070";"http://www.wikidata.org/entity/Q121070";"";"";"http://viaf.org/viaf/34482669";"http://viaf.org/viaf/34482669"
"https://hls-dhs-dss.ch/articles/022093";"James Pradier";"sculptor and painter (1790-1852)";"(1790, 5, 23)";"http://www.wikidata.org/entity/Q1362889";"";"http://www.idref.fr/028269098/id";"http://www.idref.fr/028269098/id";"http://viaf.org/viaf/41850952";""
"https://hls-dhs-dss.ch/articles/031706";"Pierre Weiss";"French physicist (1865-1940)";"(1865, 3, 25)";"http://www.wikidata.org/entity/Q299841";"http://www.wikidata.org/entity/Q299841";"http://www.idref.fr/076407705/id";"";"http://viaf.org/viaf/4994246";"http://viaf.org/viaf/4994246"
"https://hls-dhs-dss.ch/articles/043505";"Jean Samuel Pauly";"Swiss gunsmith";"(1766, 4, 13)";"http://www.wikidata.org/entity/Q546464";"http://www.wikidata.org/entity/Q546464";"";"";"";"http://viaf.org/viaf/10656624"
"https://hls-dhs-dss.ch/articles/031503";"Hermann Lemp";"Swiss-American electrical engineer (1862-1954)";"(1862, 8, 8)";"http://www.wikidata.org/entity/Q1597898";"http://www.wikidata.org/entity/Q1597898";"";"";"http://viaf.org/viaf/315940428";"http://viaf.org/viaf/315940428"
"https://hls-dhs-dss.ch/articles/022129";"Hans Aeschbacher";"Swiss painter and sculptor (1906-1980)";"(1906, 1, 18)";"http://www.wikidata.org/entity/Q116550";"http://www.wikidata.org/entity/Q116550";"http://www.idref.fr/073413151/id";"";"http://viaf.org/viaf/188838977";"http://viaf.org/viaf/188838977"
"https://hls-dhs-dss.ch/articles/043111";"Beno Eckmann";"Swiss mathematician (1917-2008)";"(1917, 3, 31)";"http://www.wikidata.org/entity/Q124582";"http://www.wikidata.org/entity/Q124582";"http://www.idref.fr/032737505/id";"";"http://viaf.org/viaf/108574981";"http://viaf.org/viaf/108574981"
"https://hls-dhs-dss.ch/articles/019101";"Anna Waser";"painter from Switzerland (1678-1714)";"(1678, 10, 16)";"http://www.wikidata.org/entity/Q119788";"http://www.wikidata.org/entity/Q119788";"";"";"";"http://viaf.org/viaf/62360577"
"https://hls-dhs-dss.ch/articles/012095";"Hugo Marti";"Swiss author (1893-1937)";"(1893, 12, 23)";"http://www.wikidata.org/entity/Q1605636";"http://www.wikidata.org/entity/Q1605636";"http://www.idref.fr/029173345/id";"";"http://viaf.org/viaf/95152060";"http://viaf.org/viaf/95152060"
"https://hls-dhs-dss.ch/articles/042603";"Jacob Girard des Bergeries";"Swiss physician";"(1650, 1, 1)";"http://www.wikidata.org/entity/Q17504753";"";"http://www.idref.fr/109332911/id";"http://www.idref.fr/109332911/id";"http://viaf.org/viaf/213194084";""
"https://hls-dhs-dss.ch/articles/014404";"Walter Rudolf Hess";"Swiss physiologist (1881-1973)";"(1881, 3, 17)";"http://www.wikidata.org/entity/Q115470";"http://www.wikidata.org/entity/Q115470";"http://www.idref.fr/070697175/id";"";"http://viaf.org/viaf/91726335";"http://viaf.org/viaf/91726335"
"https://hls-dhs-dss.ch/articles/012104";"Jacques-Henri Meister";"German theologian and writer";"(1744, 8, 6)";"http://www.wikidata.org/entity/Q3157958";"http://wikidata.org/entity/Q3157958";"http://www.idref.fr/030256240/id";"http://www.idref.fr/030256240/id";"http://viaf.org/viaf/56651030";""
"https://hls-dhs-dss.ch/articles/025203";"Joseph Falck";"(1680-1737)";"(1680, 5, 2)";"http://www.wikidata.org/entity/Q60844070";"";"http://www.idref.fr/202880524/id";"http://www.idref.fr/202880524/id";"http://viaf.org/viaf/10191058";""
"https://hls-dhs-dss.ch/articles/014622";"Johann Jakob Scheuchzer";"Swiss paleontologist (1672–1733)";"(1672, 8, 2)";"http://www.wikidata.org/entity/Q123900";"http://wikidata.org/entity/Q123900";"http://www.idref.fr/033049858/id";"http://www.idref.fr/033049858/id";"http://viaf.org/viaf/49308476";""
"https://hls-dhs-dss.ch/articles/021114";"Josef Hoop";"Liechtenstein Prime Minister (1895-1959)";"(1895, 12, 14)";"http://www.wikidata.org/entity/Q345112";"http://www.wikidata.org/entity/Q345112";"";"";"http://viaf.org/viaf/244598865";"http://viaf.org/viaf/244598865"
"https://hls-dhs-dss.ch/articles/012425";"Johann Georg von Zimmermann";"Swiss philosophical writer, naturalist, and physician (1728–1795)";"(1728, 12, 8)";"http://www.wikidata.org/entity/Q115878";"http://wikidata.org/entity/Q115878";"http://www.idref.fr/031445365/id";"http://www.idref.fr/031445365/id";"http://viaf.org/viaf/89539890";""
"https://hls-dhs-dss.ch/articles/012337";"Johann Georg Sulzer";"German philosopher";"(1720, 10, 16)";"http://www.wikidata.org/entity/Q116036";"http://www.wikidata.org/entity/Q116036";"http://www.idref.fr/034408878/id";"http://www.idref.fr/034408878/id";"http://viaf.org/viaf/12414726";"http://viaf.org/viaf/12414726"
"https://hls-dhs-dss.ch/articles/012208";"Max Pulver";"Swiss graphologist";"(1889, 12, 6)";"http://www.wikidata.org/entity/Q116515";"http://www.wikidata.org/entity/Q116515";"http://www.idref.fr/027084906/id";"";"http://viaf.org/viaf/34461881";"http://viaf.org/viaf/34461881"
"https://hls-dhs-dss.ch/articles/012110";"Conrad Ferdinand Meyer";"Swiss historical novelist and poet (1825-1898)";"(1825, 10, 11)";"http://www.wikidata.org/entity/Q123261";"http://www.wikidata.org/entity/Q123261";"http://www.idref.fr/027329569/id";"";"http://viaf.org/viaf/95153180";"http://viaf.org/viaf/95153180"
"https://hls-dhs-dss.ch/articles/012434";"Alberich Zwyssig";"Cistercian monk, composer of the Swiss national anthem (1808-1854)";"(1808, 11, 17)";"http://www.wikidata.org/entity/Q667651";"http://www.wikidata.org/entity/Q667651";"http://www.idref.fr/250695499/id";"";"http://viaf.org/viaf/301483997";"http://viaf.org/viaf/10642596"
"https://hls-dhs-dss.ch/articles/026059";"Christian von Mechel";"Swiss engraver";"(1737, 4, 4)";"http://www.wikidata.org/entity/Q121319";"http://www.wikidata.org/entity/Q121319";"http://www.idref.fr/083761136/id";"";"http://viaf.org/viaf/37158474";"http://viaf.org/viaf/37158474"
"https://hls-dhs-dss.ch/articles/016285";"Giulio Pace";"Italian philosopher";"(1550, 4, 9)";"http://www.wikidata.org/entity/Q640933";"http://wikidata.org/entity/Q640933";"http://www.idref.fr/030622980/id";"http://www.idref.fr/030622980/id";"http://viaf.org/viaf/24648753";""
"https://hls-dhs-dss.ch/articles/018724";"Michel de Montaigne";"French author, philosopher, and statesman (1533–1592)";"(1533, 3, 10)";"http://www.wikidata.org/entity/Q41568";"";"http://www.idref.fr/027035549/id";"http://www.idref.fr/027035549/id";"http://viaf.org/viaf/95153547";""
"https://hls-dhs-dss.ch/articles/003823";"Emil Frey";"member of the Swiss Federal Council, director of the International Telegraph Union, Union Army officer (1838-1922)";"(1838, 10, 24)";"http://www.wikidata.org/entity/Q118257";"http://www.wikidata.org/entity/Q118257";"";"";"http://viaf.org/viaf/22938564";"http://viaf.org/viaf/22938564"
"https://hls-dhs-dss.ch/articles/003768";"Gottlieb Jäger";"Swiss politician and judge (1805-1891)";"(1805, 12, 28)";"http://www.wikidata.org/entity/Q1241261";"http://www.wikidata.org/entity/Q1241261";"";"";"http://viaf.org/viaf/308179042";"http://viaf.org/viaf/308179042"
"https://hls-dhs-dss.ch/articles/018794";"Heinrich Vogtherr";"German artist (1490-1556)";"(1490, 1, 1)";"http://www.wikidata.org/entity/Q43461";"http://wikidata.org/entity/Q43461";"http://www.idref.fr/055311903/id";"http://www.idref.fr/055311903/id";"http://viaf.org/viaf/69103540";""
"https://hls-dhs-dss.ch/articles/028928";"Paul Sarasin";"Swiss naturalist (1856-1929)";"(1856, 12, 11)";"http://www.wikidata.org/entity/Q117111";"http://www.wikidata.org/entity/Q117111";"http://www.idref.fr/135385598/id";"";"http://viaf.org/viaf/77077176";"http://viaf.org/viaf/77077176"
"https://hls-dhs-dss.ch/articles/022115";"Joseph Simon Volmar";"Swiss painter and sculptor (1796-1865)";"(1796, 10, 26)";"http://www.wikidata.org/entity/Q117401";"http://www.wikidata.org/entity/Q117401";"http://www.idref.fr/111651360/id";"";"http://viaf.org/viaf/50063148";"http://viaf.org/viaf/50063148"
"https://hls-dhs-dss.ch/articles/018755";"Paolo Giovio";"Italian physician, historian, biographer, and prelate";"(1483, 1, 1)";"http://www.wikidata.org/entity/Q437543";"http://www.wikidata.org/entity/Q437543";"http://www.idref.fr/028060296/id";"http://www.idref.fr/028060296/id";"http://viaf.org/viaf/64015055";"http://viaf.org/viaf/64015055"
"https://hls-dhs-dss.ch/articles/028916";"Louis François de Pourtalès";"American naturalist (1823-1880)";"(1823, 3, 4)";"http://www.wikidata.org/entity/Q3261956";"http://www.wikidata.org/entity/Q3261956";"http://www.idref.fr/197124119/id";"";"http://viaf.org/viaf/15553468";"http://viaf.org/viaf/15553468"
"https://hls-dhs-dss.ch/articles/026103";"Daniel Puerari";"(1621-1692)";"(1621, 1, 4)";"http://www.wikidata.org/entity/Q56006653";"";"http://www.idref.fr/184107482/id";"http://www.idref.fr/184107482/id";"http://viaf.org/viaf/357835";""
"https://hls-dhs-dss.ch/articles/009547";"Jean-Jacques Rousseau";"Genevan philosopher, writer, and composer (1712–1778)";"(1712, 6, 28)";"http://www.wikidata.org/entity/Q6527";"http://wikidata.org/entity/Q6527";"http://www.idref.fr/028202368/id";"http://www.idref.fr/028202368/id";"http://viaf.org/viaf/100184045";"http://viaf.org/viaf/100184045"
"https://hls-dhs-dss.ch/articles/027341";"Bruno Giacometti";"Swiss architect (1907-2012)";"(1907, 8, 24)";"http://www.wikidata.org/entity/Q124171";"http://www.wikidata.org/entity/Q124171";"http://www.idref.fr/15491102X/id";"";"http://viaf.org/viaf/95179192";"http://viaf.org/viaf/95179192"
"https://hls-dhs-dss.ch/articles/026136";"Carl Ulysses von Salis-Marschlins";"Swiss entomologist";"(1760, 9, 28)";"http://www.wikidata.org/entity/Q5040893";"";"http://www.idref.fr/196607426/id";"http://www.idref.fr/196607426/id";"http://viaf.org/viaf/95157991";""
"https://hls-dhs-dss.ch/articles/026133";"Petrus Ryff";"Swiss scientist";"(1552, 5, 8)";"http://www.wikidata.org/entity/Q7179222";"http://www.wikidata.org/entity/Q7179222";"http://www.idref.fr/07229048X/id";"http://www.idref.fr/07229048X/id";"http://viaf.org/viaf/49586360";"http://viaf.org/viaf/49586360"
"https://hls-dhs-dss.ch/articles/025644";"Pierre Canal";"(1564-1610)";"(1564, 1, 9)";"http://www.wikidata.org/entity/Q15452677";"http://wikidata.org/entity/Q15452677";"http://www.idref.fr/144599007/id";"http://www.idref.fr/144599007/id";"http://viaf.org/viaf/71525876";""
"https://hls-dhs-dss.ch/articles/026096";"Jean-Louis Pictet";"(1739-1781)";"(1739, 1, 1)";"http://www.wikidata.org/entity/Q22985248";"http://wikidata.org/entity/Q22985248";"http://www.idref.fr/087822075/id";"http://www.idref.fr/087822075/id";"http://viaf.org/viaf/37173931";""
"https://hls-dhs-dss.ch/articles/009662";"Marguerite Bays";"Beatified Catholic laywoman (1815-1879)";"(1815, 9, 8)";"http://www.wikidata.org/entity/Q3290670";"http://www.wikidata.org/entity/Q3290670";"http://www.idref.fr/156372819/id";"";"http://viaf.org/viaf/89654204";"http://viaf.org/viaf/89654204"
"https://hls-dhs-dss.ch/articles/026121";"Jean Louis Antoine Reynier";"botanist (1762-1824)";"(1762, 7, 25)";"http://www.wikidata.org/entity/Q5928771";"";"http://www.idref.fr/050501488/id";"http://www.idref.fr/050501488/id";"http://viaf.org/viaf/54307941";""
"https://hls-dhs-dss.ch/articles/028951";"Jakob Steiner";"Swiss mathematician (1796-1863)";"(1796, 3, 18)";"http://www.wikidata.org/entity/Q123514";"http://www.wikidata.org/entity/Q123514";"";"http://www.idref.fr/032827911/id";"";"http://viaf.org/viaf/49306633"
"https://hls-dhs-dss.ch/articles/028587";"Abraham-Louis Breguet";"Swiss engineer and clockmaker";"(1747, 1, 10)";"http://www.wikidata.org/entity/Q123679";"http://www.wikidata.org/entity/Q123679";"http://www.idref.fr/035381523/id";"";"http://viaf.org/viaf/59225234";"http://viaf.org/viaf/59225234"
"https://hls-dhs-dss.ch/articles/028807";"Lucien de la Rive";"Swiss physicist (1834-1924)";"(1834, 4, 3)";"http://www.wikidata.org/entity/Q1873433";"http://www.wikidata.org/entity/Q1873433";"http://www.idref.fr/031828108/id";"";"http://viaf.org/viaf/2589744";"http://viaf.org/viaf/2589744"
"https://hls-dhs-dss.ch/articles/031406";"Paul Jaccard";"Swiss botanist (1868-1944)";"(1868, 11, 18)";"http://www.wikidata.org/entity/Q2743817";"http://www.wikidata.org/entity/Q2743817";"http://www.idref.fr/143144308/id";"";"http://viaf.org/viaf/57396656";"http://viaf.org/viaf/57396656"
"https://hls-dhs-dss.ch/articles/012024";"Gottfried Keller";"Swiss poet and writer of German literature (1819-1890)";"(1819, 7, 19)";"http://www.wikidata.org/entity/Q122370";"http://www.wikidata.org/entity/Q122370";"";"";"";"http://viaf.org/viaf/102319551"
"https://hls-dhs-dss.ch/articles/042205";"Johann Bernhard Merian";"Swiss philosopher (1723-1807)";"(1723, 9, 28)";"http://www.wikidata.org/entity/Q3180503";"http://wikidata.org/entity/Q3180503";"http://www.idref.fr/030718260/id";"http://www.idref.fr/030718260/id";"http://viaf.org/viaf/37045562";""
"https://hls-dhs-dss.ch/articles/016165";"Ferdinand de Saussure";"Swiss linguist (1857-1913)";"(1857, 11, 26)";"http://www.wikidata.org/entity/Q13230";"http://www.wikidata.org/entity/Q13230";"http://www.idref.fr/027123995/id";"";"http://viaf.org/viaf/95158205";"http://viaf.org/viaf/95158205"
"https://hls-dhs-dss.ch/articles/006178";"Hans Benno Bernoulli";"Swiss architect (1876-1959)";"(1876, 2, 17)";"http://www.wikidata.org/entity/Q116212";"http://www.wikidata.org/entity/Q116212";"http://www.idref.fr/071473920/id";"";"http://viaf.org/viaf/69720892";"http://viaf.org/viaf/69720892"
"https://hls-dhs-dss.ch/articles/003862";"Guillaume Henri Dufour";"Swiss army officer, bridge engineer and topographer (1787-1875)";"(1787, 9, 15)";"http://www.wikidata.org/entity/Q123238";"";"http://www.idref.fr/028945832/id";"http://www.idref.fr/028945832/id";"http://viaf.org/viaf/2495837";""
"https://hls-dhs-dss.ch/articles/014029";"Oscar Egg";"Swiss bicycle racer (1890-1961)";"(1890, 3, 2)";"http://www.wikidata.org/entity/Q870126";"http://www.wikidata.org/entity/Q870126";"";"";"http://viaf.org/viaf/308179139";"http://viaf.org/viaf/308179139"
"https://hls-dhs-dss.ch/articles/028970";"Wilhelm Vischer";"Swiss botanist (1890-1960)";"(1890, 1, 1)";"http://www.wikidata.org/entity/Q6167476";"http://www.wikidata.org/entity/Q6167476";"http://www.idref.fr/261835335/id";"";"http://viaf.org/viaf/69714901";"http://viaf.org/viaf/69714901"
"https://hls-dhs-dss.ch/articles/028860";"Jules Jacot-Guillarmod";"Swiss doctor, mountaineer, and photographer (1868-1925)";"(1868, 12, 24)";"http://www.wikidata.org/entity/Q13521908";"http://www.wikidata.org/entity/Q13521908";"http://www.idref.fr/189956739/id";"";"http://viaf.org/viaf/248543875";"http://viaf.org/viaf/248543875"
"https://hls-dhs-dss.ch/articles/009024";"Jean-Baptiste Girard";"Swiss Franciscan educator (1765-1850)";"(1765, 12, 17)";"http://www.wikidata.org/entity/Q116126";"http://www.wikidata.org/entity/Q116126";"";"";"";"http://viaf.org/viaf/76458289"
"https://hls-dhs-dss.ch/articles/025213";"Paul Guldin";"Swiss mathematician and astronomer";"(1577, 6, 22)";"http://www.wikidata.org/entity/Q93538";"http://wikidata.org/entity/Q93538";"http://www.idref.fr/030520797/id";"http://www.idref.fr/030520797/id";"http://viaf.org/viaf/22186943";"http://viaf.org/viaf/22186943"
"https://hls-dhs-dss.ch/articles/022036";"Johannes Itten";"architect, designer (1888-1967)";"(1888, 11, 11)";"http://www.wikidata.org/entity/Q123138";"http://www.wikidata.org/entity/Q123138";"http://www.idref.fr/026931923/id";"";"http://viaf.org/viaf/71392512";"http://viaf.org/viaf/71392512"
"https://hls-dhs-dss.ch/articles/022012";"Hans Erni";"Swiss painter and engraver (1909-2015)";"(1909, 2, 21)";"http://www.wikidata.org/entity/Q667671";"http://www.wikidata.org/entity/Q667671";"";"";"";"http://viaf.org/viaf/95729433"
"https://hls-dhs-dss.ch/articles/046252";"Rudolf Simler";"physician, philosopher, and educationist";"(1568, 1, 1)";"http://www.wikidata.org/entity/Q58461070";"";"http://www.idref.fr/244074089/id";"http://www.idref.fr/244074089/id";"http://viaf.org/viaf/77092226";""
"https://hls-dhs-dss.ch/articles/016055";"Blaise Cendrars";"Swiss writer (1887-1961)";"(1887, 9, 1)";"http://www.wikidata.org/entity/Q123080";"http://www.wikidata.org/entity/Q123080";"http://www.idref.fr/026774348/id";"";"http://viaf.org/viaf/82676625";"http://viaf.org/viaf/82676625"
"https://hls-dhs-dss.ch/articles/022310";"Jean-Louis Gampert";"Swiss artist (1884-1942)";"(1884, 2, 8)";"http://www.wikidata.org/entity/Q3166778";"http://www.wikidata.org/entity/Q3166778";"http://www.idref.fr/230066909/id";"";"http://viaf.org/viaf/316736976";"http://viaf.org/viaf/316736976"
"https://hls-dhs-dss.ch/articles/020416";"François Verdeil";"Swiss physician";"(1747, 10, 15)";"http://www.wikidata.org/entity/Q17628624";"http://wikidata.org/entity/Q17628624";"http://www.idref.fr/17650043X/id";"http://www.idref.fr/17650043X/id";"http://viaf.org/viaf/15154988";""
"https://hls-dhs-dss.ch/articles/048748";"Johann Lukas Schönlein";"German naturalist and professor of medicine (1793–1864)";"(1793, 11, 30)";"http://www.wikidata.org/entity/Q61678";"";"http://www.idref.fr/140310681/id";"http://www.idref.fr/140310681/id";"http://viaf.org/viaf/10642153";""
"https://hls-dhs-dss.ch/articles/048026";"Henri Copponex";"Swiss yacht racer (1907-1970)";"(1907, 9, 25)";"http://www.wikidata.org/entity/Q3130871";"http://www.wikidata.org/entity/Q3130871";"";"";"http://viaf.org/viaf/308179122";"http://viaf.org/viaf/308179122"
"https://hls-dhs-dss.ch/articles/014602";"Hermann Rorschach";"Swiss Freudian psychiatrist and psychoanalyst";"(1884, 11, 8)";"http://www.wikidata.org/entity/Q122279";"http://www.wikidata.org/entity/Q122279";"http://www.idref.fr/027108414/id";"";"http://viaf.org/viaf/29539910";"http://viaf.org/viaf/29539910"
"https://hls-dhs-dss.ch/articles/014617";"Jean Antoine Sarrasin";"author (1547-1598)";"(1547, 1, 1)";"http://www.wikidata.org/entity/Q19875176";"http://wikidata.org/entity/Q19875176";"http://www.idref.fr/132296233/id";"http://www.idref.fr/132296233/id";"http://viaf.org/viaf/49451096";""
"https://hls-dhs-dss.ch/articles/014376";"Conrad Gessner";"Swiss physician, bibliographer and naturalist (1516–1565)";"(1516, 4, 5)";"http://www.wikidata.org/entity/Q60116";"http://wikidata.org/entity/Q60116";"http://www.idref.fr/026889560/id";"http://www.idref.fr/026889560/id";"http://viaf.org/viaf/49226033";"http://viaf.org/viaf/49226033"
"https://hls-dhs-dss.ch/articles/012088";"Rudolf Bolo Maeglin";"Swiss writer (1898-1973)";"(1898, 12, 26)";"http://www.wikidata.org/entity/Q121037";"http://www.wikidata.org/entity/Q121037";"";"";"";"http://viaf.org/viaf/8042835"
"https://hls-dhs-dss.ch/articles/029855";"John Sutter";"pioneer of California known for his association with the California Gold Rush";"(1803, 2, 15)";"http://www.wikidata.org/entity/Q124428";"http://www.wikidata.org/entity/Q124428";"http://www.idref.fr/123719593/id";"";"http://viaf.org/viaf/47557656";"http://viaf.org/viaf/47557656"
"https://hls-dhs-dss.ch/articles/035175";"Isaac Casaubon";"Classical scholar and philologist (1559–1614)";"(1559, 2, 28)";"http://www.wikidata.org/entity/Q436002";"http://www.wikidata.org/entity/Q436002";"http://www.idref.fr/028193458/id";"";"http://viaf.org/viaf/56620173";"http://viaf.org/viaf/56620173"
"https://hls-dhs-dss.ch/articles/025658";"Albert Gallatin";"Swiss and American politician, diplomat and scholar (1761-1849)";"(1761, 1, 29)";"http://www.wikidata.org/entity/Q500046";"http://www.wikidata.org/entity/Q500046";"http://www.idref.fr/035661305/id";"";"http://viaf.org/viaf/15580820";"http://viaf.org/viaf/15580820"
"https://hls-dhs-dss.ch/articles/021884";"Eugène Grasset";"French painter (1845-1917)";"(1845, 5, 25)";"http://www.wikidata.org/entity/Q524154";"http://www.wikidata.org/entity/Q524154";"";"";"http://viaf.org/viaf/45210592";"http://viaf.org/viaf/45210592"
"https://hls-dhs-dss.ch/articles/026246";"Johann Georg Tralles";"German mathematician and physicist";"(1763, 10, 15)";"http://www.wikidata.org/entity/Q540176";"";"http://www.idref.fr/235047473/id";"http://www.idref.fr/235047473/id";"http://viaf.org/viaf/5708358";""
"https://hls-dhs-dss.ch/articles/003070";"Bernhard Hammer";"member of the Swiss Federal Council (1822-1907)";"(1822, 3, 3)";"http://www.wikidata.org/entity/Q662005";"http://www.wikidata.org/entity/Q662005";"";"";"http://viaf.org/viaf/50004368";"http://viaf.org/viaf/50004368"
